soh,rul
66.07253402330721,0
65.50814715921273,0
60.94310122287163,0
61.936284124754884,0
60.16564306029672,0
60.4546879419057,0
56.28115507696872,0
56.061924545302546,0
54.90393623459033,0
54.757001948745334,0
53.15450266327715,0
52.93707036846003,0
52.07022879617258,0
51.91523315808436,0
100.0,14
99.85347980497518,13
97.46526961569731,12
97.28808531937827,11
94.39727113585262,10
94.52631537131249,9
91.28453122806832,8
90.85410746491593,7
88.41907821384402,6
88.40861721483184,5
84.25460747418516,4
83.76111050787487,3
81.71688828977231,2
81.70132920896307,1
78.61553312693827,0
78.54985394326694,0
76.23453030114435,0
76.22835513370215,0
72.65693484783881,0
72.55755535722324,0
68.84548972041324,0
70.05903181467876,0
67.55077557052171,0
67.4817197352705,0
65.94084185882681,0
66.03546861303043,0
69.96984848765734,0
69.21235298323856,0
64.44068083889266,0
64.9045525208359,0
63.48677795933716,0
63.45516203955051,0
61.77991971514301,0
61.43830665557888,0
58.24048644969583,0
60.956596785427685,0
59.602203960348824,0
59.87781625983531,0
58.20638888962454,0
57.53556077575589,0
56.882278008331724,0
57.56417862619275,0
56.93948245862608,0
56.064267610893204,0
55.036000270132114,0
55.50089646789003,0
54.47909521627784,0
53.85203115523858,0
53.380547308874895,0
53.39022439504969,0
52.78686310392406,0
53.35467024017924,0
51.2456533887016,0
51.29266167540181,0
51.645025199090014,0
51.849967094199314,0
50.44657786293707,0
50.953804758033115,0
50.41830754277754,0
50.753787808566365,0
49.28938036457243,0
49.362474939948555,0
47.73473025188497,0
47.98718461412155,0
51.20559703172462,0
49.53137372779686,0
47.210753377313665,0
46.865805245330286,0
44.68829626078873,0
45.465885225626536,0
42.22720773425354,0
40.95719465138389,0
39.28864730013533,0
39.91480244601991,0
37.1041041544732,0
37.41769597158846,0
36.218060782376796,0
36.168627530171364,0
35.69378934461179,0
35.76158721162733,0
100.0,7
100.26357949563953,6
93.94918329295182,5
91.84088724104663,4
89.11584681985266,3
85.8963160907378,2
82.91575425449932,1
79.87386988534655,0
77.51485975307332,0
75.66568437744048,0
74.26667041718144,0
71.30644081289752,0
69.70482137460395,0
68.02011348841909,0
65.82592678998783,0
63.987620100180706,0
62.04725968212217,0
62.397339009237484,0
59.87008167772985,0
57.72080177643857,0
56.66827648416515,0
56.220902213754364,0
54.479433513362984,0
53.53719031237859,0
53.21386201161153,0
52.566965528840804,0
52.1656646173784,0
51.42014944571063,0
100.0,7
99.77330149235681,6
92.13655815556912,5
89.25716791703104,4
87.1844339485215,3
84.19174377110635,2
81.33658531140325,1
79.6119375712936,0
78.00851421665303,0
75.36928055375793,0
73.7631860057029,0
70.56274349360267,0
68.16641704070481,0
67.05293405759004,0
65.6893398221217,0
63.75308971061787,0
63.43281547363018,0
60.98560097535294,0
59.02016486508567,0
58.30172536827533,0
58.10826408536032,0
56.87453908618869,0
55.422466112325566,0
54.42080853160013,0
53.446921224332556,0
51.885543280535394,0
52.65886448184226,0
100.0,7
93.96235436975424,6
91.20786188350623,5
88.47986908586812,4
85.71370872126806,3
83.54199075992213,2
80.73309568666077,1
78.57199625810722,0
76.6637221410089,0
75.13987910507267,0
72.0326762220433,0
70.81063051935699,0
67.23114265835946,0
66.39607922076907,0
65.07704833451896,0
64.54719449243413,0
61.96235547720859,0
58.38720772977073,0
57.552122012804766,0
56.07907745144789,0
56.049436761751394,0
53.8829303502422,0
52.41299200287678,0
51.739995843788996,0
50.70395009419876,0
50.4186177406368,0
100.0,8
100.21910813400623,7
95.99630275408292,6
93.89439105355201,5
90.95890303731231,4
87.8773646751244,3
84.69654599737905,2
80.99479091448127,1
77.96407513732579,0
73.6287477177595,0
70.63011689898391,0
68.60250235970132,0
66.22238399303862,0
64.07819061951047,0
62.2227310175319,0
60.32903401296645,0
58.65757619046686,0
58.206052968200936,0
58.04741522198151,0
56.39793794393205,0
54.76026934840932,0
54.07359137083155,0
54.01899372029173,0
52.595801916853716,0
52.428356075831374,0
50.48560598499836,0
50.368974444777116,0
48.87815943949022,0
50.28952410026398,0
100.0,11
96.89180955976896,10
94.14534545922382,9
91.23147456690425,8
88.81895037330776,7
86.96823709546024,6
85.37549502050513,5
83.7525992171928,4
81.93673257776285,3
81.3506561166686,2
80.34346948806294,1
79.43807611522902,0
78.53815339721586,0
100.0,16
96.9550388801939,15
95.30525699746526,14
93.82100312249601,13
92.49710248364845,12
91.29597330190418,11
90.39473720808415,10
89.38493013611965,9
88.38201049115088,8
87.76749057612633,7
86.64005053061007,6
85.7784377279042,5
85.12266479212286,4
84.42312363783027,3
100.0,10
96.81570193735257,9
94.37661592431196,8
91.88104975387856,7
89.93494846608365,6
88.14742779331264,5
86.63787550925606,4
85.47311284112511,3
84.31959746162445,2
83.5159780514051,1
82.33026207413442,0
81.7696730611836,0
100.0,11
97.67401325580545,10
95.72756800225586,9
93.9410238066642,8
91.95310990543129,7
90.03099193998987,6
87.74347131346573,5
86.08166536989363,4
84.9078464342223,3
83.74593566091039,2
83.07557480117597,1
82.09258698387998,0
