battery_id,condition,cycle,date,capacity,soh,rul,ri,peak_temp,voltage_drop,duration,mean_rw_temp,max_rw_temp
RW10,Uniform RT,25,26-Feb-2014 00:58:54,1.4056875000000002,67.09596540506713,0,0.110344827586207,33.589,0.8879999999999999,5060.85,34.26528474159295,40.76235
RW10,Uniform RT,26,26-Feb-2014 06:25:16,1.3987649777777778,66.76554110269691,0,0.11231527093596048,33.38878,0.8860000000000001,5036.08,34.26528474159295,40.76235
RW10,Uniform RT,27,06-Mar-2014 21:23:31,1.501915277777778,71.68908844897574,0,0.1056829511465602,34.22046,0.8899999999999997,5407.59,33.982785756191134,41.46737
RW10,Uniform RT,28,07-Mar-2014 05:29:13,1.4781083333333331,70.55274063280406,0,0.10657370517928219,34.45148,0.8890000000000002,5321.69,33.982785756191134,41.46737
RW10,Uniform RT,29,10-Mar-2014 23:10:24,1.3881461263888892,66.25868443261169,0,0.11211211211211221,33.25017,0.8839999999999995,4997.89,34.27945902689026,41.45205
RW10,Uniform RT,30,11-Mar-2014 06:58:44,1.389290277777778,66.31329681410263,0,0.11066799601196388,32.84973,0.8849999999999998,5001.85,34.27945902689026,41.45205
RW10,Uniform RT,31,14-Mar-2014 14:38:00,1.355251388888889,64.6885600846974,0,0.11365902293120628,33.01914,0.8819999999999997,4879.47,34.30911410284387,40.91562
RW10,Uniform RT,32,14-Mar-2014 22:31:35,1.3567000000000002,64.75770487043143,0,0.11377245508982024,33.5736,0.8819999999999997,4884.67,34.30911410284387,40.91562
RW10,Uniform RT,33,18-Mar-2014 09:39:00,1.3205097222222222,63.03027852156118,0,0.11565304087736845,34.11265,0.8789999999999996,4754.33,33.73175911222523,40.19527
RW10,Uniform RT,34,18-Mar-2014 17:29:53,1.321652777777778,63.0848385969774,0,0.11653386454183266,33.83542,0.8789999999999996,4758.33,33.73175911222523,40.19527
RW10,Uniform RT,35,22-Mar-2014 01:44:16,1.3013096750000002,62.11382610649889,0,0.11764705882352887,33.77382,0.8780000000000001,4685.17,33.94249410876583,39.24134
RW10,Uniform RT,36,22-Mar-2014 09:47:18,1.298540277777778,61.98163784970987,0,0.11665004985044866,32.97294,0.8789999999999996,4675.35,33.94249410876583,39.24134
RW10,Uniform RT,37,25-Mar-2014 17:42:30,1.2802388888888891,61.10807999581023,0,0.11752988047808709,33.98944,0.8780000000000001,4609.28,33.63607410131981,38.24024
RW10,Uniform RT,38,26-Mar-2014 01:42:30,1.2793633541666667,61.066289165747946,0,0.11764705882352887,33.41958,0.8780000000000001,4606.15,33.63607410131981,38.24024
RW10,Uniform RT,39,29-Mar-2014 07:02:59,1.2783694444444447,61.01884808632029,0,0.11952191235059771,33.6044,0.8759999999999994,4602.56,33.49771333094647,39.13353
RW10,Uniform RT,40,29-Mar-2014 15:09:55,1.2741666666666667,60.81824202531243,0,0.11976047904191628,32.5879,0.8759999999999994,4587.44,33.49771333094647,39.13353
RW10,Uniform RT,41,01-Apr-2014 19:18:04,1.2669418722222225,60.473389731966186,0,0.11864406779660995,31.97184,0.8769999999999998,4561.4800000000005,33.16401382285855,38.77929
RW10,Uniform RT,42,02-Apr-2014 03:24:08,1.2597458333333333,60.12990999244911,0,0.12039800995024832,32.81892,0.875,4535.5,33.16401382285855,38.77929
RW10,Uniform RT,43,05-Apr-2014 06:46:24,1.253102777777778,59.81282513131212,0,0.12075848303393169,32.74192,0.875,4511.7,33.217992706740446,39.05652
RW10,Uniform RT,44,05-Apr-2014 15:01:05,1.2474680555555555,59.54386981422394,0,0.12263210368893254,32.24907,0.8730000000000002,4491.28,33.217992706740446,39.05652
RW10,Uniform RT,45,08-Apr-2014 22:10:06,1.2308891194444447,58.75252769603344,0,0.1227544910179634,32.83433,0.8730000000000002,4431.66,32.42899004802444,37.08513
RW10,Uniform RT,46,09-Apr-2014 06:26:23,1.234032358333334,58.902560080719766,0,0.1227544910179634,33.28097,0.8730000000000002,4442.9800000000005,32.42899004802444,37.08513
RW10,Uniform RT,47,12-Apr-2014 12:21:05,1.2171694444444445,58.0976631979364,0,0.1235059760956172,32.6033,0.8719999999999999,4382.2300000000005,32.18180153519975,37.19294
RW10,Uniform RT,48,12-Apr-2014 20:35:02,1.2176727750000003,58.12168806088985,0,0.1235059760956172,32.72652,0.8719999999999999,4383.9800000000005,32.18180153519975,37.19294
RW10,Uniform RT,49,15-Apr-2014 22:57:47,1.1931263888888886,56.95004537833732,0,0.12387612387612355,32.51089,0.8719999999999999,4295.57,32.606725466817466,37.67039
RW10,Uniform RT,50,16-Apr-2014 07:09:25,1.1916541666666667,56.87977359226056,0,0.12263210368893343,33.28097,0.8719999999999999,4290.27,32.606725466817466,37.67039
RW10,Uniform RT,51,19-Apr-2014 07:41:37,1.1649416666666668,55.60473843979399,0,0.1267465069860277,32.21827,0.8689999999999998,4194.24,31.952091324533534,35.88382
RW10,Uniform RT,52,19-Apr-2014 16:06:37,1.1624486111111112,55.48574046242813,0,0.12537313432835767,32.21827,0.8700000000000001,4185.27,31.952091324533534,35.88382
RW10,Uniform RT,53,22-Apr-2014 18:31:24,1.1490962375000002,54.84840791313348,0,0.12462612163509473,33.20396,0.8709999999999996,4137.09,32.13730172848342,37.96301
RW10,Uniform RT,54,23-Apr-2014 03:05:58,1.1431569444444447,54.56491488827119,0,0.12687312687312755,32.84973,0.8679999999999994,4115.77,32.13730172848342,37.96301
RW10,Uniform RT,55,26-Apr-2014 02:11:14,1.1524236111111112,55.00722937572801,0,0.123383084577115,35.699,0.8709999999999996,4149.17,33.96176570601878,39.37995
RW10,Uniform RT,56,26-Apr-2014 10:44:06,1.1559585958333334,55.17596048604211,0,0.1235059760956172,35.45258,0.8719999999999999,4161.89,33.96176570601878,39.37995
RW10,Uniform RT,57,29-Apr-2014 13:13:00,1.1604458333333334,55.3901443157086,0,0.11964107676969105,38.04002,0.875,4178.07,34.461984058855386,40.31789
RW10,Uniform RT,58,29-Apr-2014 21:04:35,1.1230125,53.603384713499935,0,0.12462612163509473,34.83652,0.8700000000000001,4043.21,34.461984058855386,40.31789
RW10,Uniform RT,59,02-May-2014 20:10:33,1.1498736291666667,54.88551420053579,0,0.11964107676969105,37.63958,0.875,4139.87,36.524747018051464,42.90807
RW10,Uniform RT,60,03-May-2014 04:32:49,1.136679166666667,54.25571902953339,0,0.1211519364448857,37.20834,0.8730000000000002,4092.54,36.524747018051464,42.90807
RW10,Uniform RT,61,06-May-2014 08:02:49,1.1168388888888892,53.308707270942165,0,0.1235059760956172,37.02353,0.8719999999999999,4020.84,37.13192236724431,42.29501
RW10,Uniform RT,62,06-May-2014 16:24:13,1.1216011625,53.53601906354227,0,0.12051792828685302,38.97951,0.8739999999999997,4038.37,37.13192236724431,42.29501
RW10,Uniform RT,63,11-May-2014 22:25:43,1.1628023388888888,55.50262451862169,0,0.12051792828685215,38.28645,0.875,4186.58,37.318529127950306,42.0038
RW10,Uniform RT,64,12-May-2014 07:21:21,1.1361013166666667,54.228137220909964,0,0.12250996015936189,37.73199,0.8730000000000002,4090.52,37.318529127950306,42.0038
RW10,Uniform RT,65,15-May-2014 08:23:30,1.0937361111111112,52.205970582639296,0,0.12075848303393258,40.39452,0.8739999999999997,3937.81,39.54029867021277,45.63619
RW10,Uniform RT,66,15-May-2014 12:18:43,0.8168166666666667,38.98811279814961,0,0.11952191235059727,38.62528,0.7429999999999999,2940.8,39.54029867021277,45.63619
RW10,Uniform RT,67,18-May-2014 07:58:16,1.0470763680555555,49.97881802855819,0,0.12263210368893343,40.2719,0.8719999999999999,3769.85,38.16105920942527,44.1955
RW10,Uniform RT,68,18-May-2014 16:26:39,1.0534305555555556,50.28211470344313,0,0.12175648702594799,41.55933,0.8730000000000002,3792.69,38.16105920942527,44.1955
RW10,Uniform RT,69,21-May-2014 13:06:18,0.9664236972222223,46.129122550680215,0,0.12761714855433712,38.42506,0.867,3479.38,40.12335533832658,45.08443
RW10,Uniform RT,70,21-May-2014 21:09:50,0.9476694444444446,45.23394869761852,0,0.1304780876494026,37.00813,0.8629999999999995,3412.04,40.12335533832658,45.08443
RW10,Uniform RT,71,24-May-2014 14:05:29,0.9389805555555557,44.819212571489956,0,0.13073852295409205,38.67148,0.8639999999999999,3380.65,36.13970229347553,40.11864
RW10,Uniform RT,72,24-May-2014 22:42:53,0.9271211,44.253139657219535,0,0.13134328358209013,37.11593,0.8629999999999995,3338.08,36.13970229347553,40.11864
RW10,Uniform RT,73,27-May-2014 15:59:45,0.881451388888889,42.073243089333346,0,0.1335992023928219,37.56258,0.8599999999999994,3173.5,36.719240054908994,40.93095
RW10,Uniform RT,74,28-May-2014 00:25:54,0.8819194444444447,42.09558421377474,0,0.13346613545816766,37.76279,0.8599999999999994,3175.2400000000002,36.719240054908994,40.93095
RW10,Uniform RT,75,30-May-2014 13:21:53,0.85215,40.67463566399214,0,0.13545816733067742,37.06973,0.8579999999999997,3067.95,36.05403120048948,39.74958
RW10,Uniform RT,76,30-May-2014 22:06:35,0.8553180555555556,40.82585259233282,0,0.135864135864136,36.63849,0.859,3079.36,36.05403120048948,39.74958
RW10,Uniform RT,77,02-Jun-2014 14:11:20,0.8420416666666668,40.192146929023515,0,0.13473053892215547,38.22484,0.859,3031.73,36.811909090670405,41.34476
RW11,Uniform RT,1,06-Jan-2014 15:21:33,2.0939875625,100.0,13,0.08193484698914136,23.95332,0.9169999999999998,7539.55,25.0,25.0
RW11,Uniform RT,2,06-Jan-2014 20:17:56,2.090887208333333,99.85194018234924,12,0.08185404339250513,23.67316,0.9169999999999998,7527.9,25.0,25.0
RW11,Uniform RT,3,11-Jan-2014 16:46:04,2.0554013486111113,98.15728543092105,11,0.0849802371541505,23.31518,0.9139999999999997,7400.29,26.769716757701897,38.71558
RW11,Uniform RT,4,11-Jan-2014 21:54:51,2.0510111111111113,97.94762623434212,10,0.0871287128712872,22.92607,0.9119999999999999,7384.45,26.769716757701897,38.71558
RW11,Uniform RT,5,16-Jan-2014 11:43:30,2.020101388888889,96.47150847816408,9,0.08785784797630841,24.71597,0.9109999999999996,7273.31,27.17547309318863,34.64679
RW11,Uniform RT,6,16-Jan-2014 16:54:26,2.018360126388889,96.38835313707308,8,0.08596837944664006,24.66927,0.9130000000000003,7267.09,27.17547309318863,34.64679
RW11,Uniform RT,7,21-Jan-2014 07:31:10,1.9531111111111112,93.27233580983177,7,0.09055118110236272,23.15954,0.9079999999999995,7032.13,26.81920756811248,35.97223
RW11,Uniform RT,8,21-Jan-2014 12:50:55,1.9603169486111114,93.61645616799652,6,0.08974358974358994,24.62258,0.9089999999999998,7057.97,26.81920756811248,35.97223
RW11,Uniform RT,9,25-Jan-2014 17:43:45,1.9033434444444446,90.89564229178389,5,0.09180651530108587,24.15565,0.907,6852.8,27.01642072444541,35.77187
RW11,Uniform RT,10,25-Jan-2014 23:13:50,1.8929416666666667,90.39889732710228,4,0.091897233201581,23.85993,0.907,6815.35,27.01642072444541,35.77187
RW11,Uniform RT,11,30-Jan-2014 07:15:55,1.7676819444444447,84.41702214954988,3,0.09674234945705812,23.31518,0.9020000000000001,6364.34,26.189554943886726,34.23066
RW11,Uniform RT,12,30-Jan-2014 12:56:58,1.7714888888888891,84.59882573389874,2,0.09584980237154192,24.45137,0.9029999999999996,6378.32,26.189554943886726,34.23066
RW11,Uniform RT,13,03-Feb-2014 11:15:46,1.6879097222222224,80.60743781147565,1,0.09970384995064165,23.93775,0.899,6077.07,25.405220253873793,33.16723
RW11,Uniform RT,14,03-Feb-2014 15:38:06,1.6687670000000001,79.69326226597394,0,0.10069101678183558,24.40468,0.899,6007.6,25.405220253873793,33.16723
RW11,Uniform RT,15,07-Feb-2014 10:09:32,1.5681741500000004,74.88937270132426,0,0.09999999999999998,24.29573,0.899,5646.12,25.90041701417819,32.47368
RW11,Uniform RT,16,07-Feb-2014 15:54:47,1.5639222222222224,74.68631859279357,0,0.10059171597633167,24.49807,0.8979999999999997,5630.66,25.90041701417819,32.47368
RW11,Uniform RT,17,11-Feb-2014 13:19:51,1.5087430555555557,72.05119469545825,0,0.10365251727541998,24.29573,0.8949999999999996,5432.09,25.71997311290214,33.09017
RW11,Uniform RT,18,11-Feb-2014 19:00:41,1.5000930555555556,71.63810723711285,0,0.1046396841066139,23.84437,0.8940000000000001,5400.9,25.71997311290214,33.09017
RW11,Uniform RT,19,15-Feb-2014 14:27:12,1.4472583333333333,69.11494410241194,0,0.10629921259842573,24.28017,0.8919999999999995,5210.66,25.31647699241236,32.44286
RW11,Uniform RT,20,15-Feb-2014 20:18:59,1.4448472222222224,68.9997996214088,0,0.10738916256157635,24.35799,0.891,5202.12,25.31647699241236,32.44286
RW11,Uniform RT,21,19-Feb-2014 09:51:28,1.419162536111111,67.7732075168957,0,0.10760118460019744,24.43581,0.891,5109.74,25.08304289712966,30.42388
RW11,Uniform RT,22,19-Feb-2014 15:24:03,1.4104652777777777,67.35786320019164,0,0.10781404549950543,24.35799,0.891,5078.07,25.08304289712966,30.42388
RW11,Uniform RT,23,23-Feb-2014 02:23:50,1.3713458333333335,65.48968379239518,0,0.10957551826258616,24.20234,0.8890000000000002,4937.54,24.920771321545914,31.84179
RW11,Uniform RT,24,23-Feb-2014 08:21:39,1.3700222222222223,65.42647371728228,0,0.10968379446640293,24.2646,0.8890000000000002,4932.46,24.920771321545914,31.84179
RW11,Uniform RT,25,26-Feb-2014 17:58:56,1.3448896722222226,64.22624930095412,0,0.11023622047244104,24.28017,0.8879999999999999,4842.18,24.972012629140007,31.37943
RW11,Uniform RT,26,26-Feb-2014 23:50:41,1.3440236111111112,64.18488988093554,0,0.11100099108027761,24.2646,0.8879999999999999,4839.22,24.972012629140007,31.37943
RW11,Uniform RT,27,06-Mar-2014 23:26:16,1.459188888888889,69.68469703548628,0,0.10578842315369248,24.01557,0.891,5253.63,24.52558543219217,30.84
RW11,Uniform RT,28,07-Mar-2014 08:07:59,1.4324003833333336,68.40539117735727,0,0.10437375745526793,24.24904,0.891,5157.24,24.52558543219217,30.84
RW11,Uniform RT,29,11-Mar-2014 02:16:33,1.334738888888889,63.74149077062098,0,0.11166500498504497,24.10896,0.8849999999999998,4805.54,25.259860318648784,32.11921
RW11,Uniform RT,30,11-Mar-2014 09:52:39,1.3324861111111113,63.63390762074362,0,0.11155378486055786,24.46694,0.8839999999999995,4797.7300000000005,25.259860318648784,32.11921
RW11,Uniform RT,31,14-Mar-2014 17:23:06,1.3048805555555554,62.31558290621677,0,0.11354581673306761,24.23347,0.8819999999999997,4698.12,25.211425797351083,32.04214
RW11,Uniform RT,32,15-Mar-2014 01:33:22,1.305,62.321287068294126,0,0.11354581673306761,24.06227,0.8819999999999997,4698.55,25.211425797351083,32.04214
RW11,Uniform RT,33,18-Mar-2014 09:39:00,1.2738194444444446,60.83223545624305,0,0.11553784860557824,24.43581,0.8789999999999996,4586.3,24.914235722051348,30.68588
RW11,Uniform RT,34,18-Mar-2014 17:26:51,1.2773069444444445,60.99878372340831,0,0.11588411588411555,24.43581,0.8799999999999999,4598.79,24.914235722051348,30.68588
RW11,Uniform RT,35,21-Mar-2014 23:16:48,1.2743263888888892,60.85644498133876,0,0.11588411588411555,24.12452,0.8799999999999999,4588.25,24.793203599651036,32.10379
RW11,Uniform RT,36,22-Mar-2014 07:43:01,1.276602777777778,60.96515569813838,0,0.11676646706586825,24.43581,0.8789999999999996,4596.14,24.793203599651036,32.10379
RW11,Uniform RT,37,25-Mar-2014 14:19:46,1.2842541666666665,61.33055370841852,0,0.11565304087736757,24.87161,0.8799999999999999,4623.91,24.398263298375348,31.37943
RW11,Uniform RT,38,25-Mar-2014 22:33:37,1.2756805555555557,60.921114260704,0,0.11653386454183266,24.12452,0.8789999999999996,4592.97,24.398263298375348,31.37943
RW11,Uniform RT,39,29-Mar-2014 06:41:34,1.2846700833333333,61.35041613139157,0,0.11752988047808709,23.87549,0.8780000000000001,4625.4,24.598080721634943,30.31599
RW11,Uniform RT,40,29-Mar-2014 15:10:33,1.2816327250000001,61.20536472861692,0,0.11764705882352887,23.50195,0.8780000000000001,4614.38,24.598080721634943,30.31599
RW11,Uniform RT,41,02-Apr-2014 01:08:51,1.2852097222222223,61.376187005037295,0,0.11764705882352887,23.48639,0.8780000000000001,4627.24,24.193843152903327,29.89888
RW11,Uniform RT,42,02-Apr-2014 09:42:07,1.2999291666666668,62.07912548987103,0,0.11565304087736757,24.98056,0.8799999999999999,4680.43,24.193843152903327,29.89888
RW11,Uniform RT,43,05-Apr-2014 14:47:09,1.2862387361111112,61.42532836133362,0,0.11864406779660995,23.54864,0.8769999999999998,4631.1,24.025722252401696,29.78993
RW11,Uniform RT,44,05-Apr-2014 23:27:41,1.2881819444444444,61.51812778231076,0,0.11888111888111867,23.67316,0.8769999999999998,4638.0,24.025722252401696,29.78993
RW11,Uniform RT,45,09-Apr-2014 06:09:22,1.286556944444445,61.44052464707248,0,0.11864406779660995,24.2646,0.8769999999999998,4631.9800000000005,23.88538657458827,29.57203
RW11,Uniform RT,46,09-Apr-2014 14:36:58,1.287524838888889,61.4867471968993,0,0.11876247504989998,24.66927,0.8769999999999998,4635.58,23.88538657458827,29.57203
RW11,Uniform RT,47,12-Apr-2014 17:34:15,1.2712620944444446,60.71010722368818,0,0.12051792828685215,23.31518,0.875,4577.08,23.637052478573864,30.0694
RW11,Uniform RT,48,13-Apr-2014 02:20:52,1.275001388888889,60.88868012982235,0,0.11964107676969105,23.50195,0.8759999999999994,4590.67,23.637052478573864,30.0694
RW11,Uniform RT,49,16-Apr-2014 07:39:44,1.2753694444444443,60.90625690831648,0,0.1185258964143424,23.90662,0.8769999999999998,4591.88,23.802775063817013,28.57591
RW11,Uniform RT,50,16-Apr-2014 15:55:41,1.2809249999999999,61.17156677237904,0,0.11952191235059771,24.46694,0.8759999999999994,4611.91,23.802775063817013,28.57591
RW11,Uniform RT,51,19-Apr-2014 17:18:00,1.2606959736111112,60.20551392893534,0,0.12075848303393169,23.6109,0.875,4538.99,23.62843300553308,29.72767
RW11,Uniform RT,52,20-Apr-2014 01:59:57,1.268884527777778,60.596564683644246,0,0.11964107676969105,23.6109,0.8759999999999994,4568.6,23.62843300553308,29.72767
RW11,Uniform RT,53,23-Apr-2014 02:36:36,1.2545513888888888,59.91207452020808,0,0.12163509471585235,23.67316,0.8739999999999997,4516.79,23.663109394431732,28.76268
RW11,Uniform RT,54,23-Apr-2014 11:10:50,1.2687260888888892,60.588998311631045,0,0.12051792828685215,24.52919,0.875,4567.84,23.663109394431732,28.76268
RW11,Uniform RT,55,26-Apr-2014 12:47:44,1.2624222222222223,60.287952270118716,0,0.11876247504989998,26.25683,0.8769999999999998,4545.25,25.474517558944704,30.20811
RW11,Uniform RT,56,26-Apr-2014 21:44:36,1.2700857236111112,60.65392872222999,0,0.11764705882352887,26.4436,0.8780000000000001,4572.79,25.474517558944704,30.20811
RW11,Uniform RT,57,30-Apr-2014 05:14:20,1.2337805555555557,58.92014726594421,0,0.11976047904191628,26.07006,0.8759999999999994,4442.25,26.032661489942686,31.56437
RW11,Uniform RT,58,30-Apr-2014 14:08:11,1.2605946291666665,60.200674146395095,0,0.11653386454183266,28.31132,0.8789999999999996,4538.67,26.032661489942686,31.56437
RW11,Uniform RT,59,03-May-2014 15:21:49,1.2364500000000003,59.04762865562627,0,0.11576846307385195,28.85607,0.8799999999999999,4451.68,27.631662286665343,32.19627
RW11,Uniform RT,60,04-May-2014 00:19:41,1.2319875,58.83451850731801,0,0.11665004985044866,28.00003,0.8789999999999996,4435.71,27.631662286665343,32.19627
RW11,Uniform RT,61,07-May-2014 04:51:25,1.176438888888889,56.18175150402255,0,0.12075848303393169,27.48641,0.875,4235.68,27.47267159550795,33.53712
RW11,Uniform RT,62,07-May-2014 13:36:19,1.1835597222222223,56.521812422284725,0,0.11864406779661084,28.68486,0.8759999999999994,4261.42,27.47267159550795,33.53712
RW11,Uniform RT,63,11-May-2014 23:41:26,1.2309736111111111,58.7860994571266,0,0.11788211788211733,27.82882,0.8780000000000001,4432.01,28.35904694807575,31.90344
RW11,Uniform RT,64,12-May-2014 08:39:11,1.2101027777777777,57.7893966253096,0,0.12027833001988027,28.20237,0.875,4356.7,28.35904694807575,31.90344
RW11,Uniform RT,65,15-May-2014 11:51:48,1.1346875,54.18788154812644,0,0.11864406779661084,29.96113,0.8759999999999994,4085.45,30.405487772762942,36.26506
RW11,Uniform RT,66,15-May-2014 20:22:40,1.1192833333333334,53.45224362254698,0,0.12326043737574607,28.49809,0.8709999999999996,4029.92,30.405487772762942,36.26506
RW11,Uniform RT,67,18-May-2014 16:45:15,1.1010854986111112,52.583191912397574,0,0.12175648702594799,31.54896,0.8730000000000002,3964.41,29.606410858981448,33.56794
RW11,Uniform RT,68,19-May-2014 01:38:47,1.104465277777778,52.74459588762615,0,0.12163509471585235,30.76294,0.8730000000000002,3976.53,29.606410858981448,33.56794
RW11,Uniform RT,69,21-May-2014 23:58:20,1.0123576319444447,48.345923828496694,0,0.1328671328671329,27.3619,0.8620000000000001,3645.05,30.06148400660873,34.58514
RW11,Uniform RT,70,22-May-2014 04:10:12,0.8632638888888889,41.22583650202024,0,0.13346613545816724,27.3152,0.7769999999999997,3108.02,30.06148400660873,34.58514
RW11,Uniform RT,71,24-May-2014 22:40:59,0.987649763888889,47.165980427779594,0,0.1341948310139163,28.10898,0.859,3555.85,26.86687234221804,31.30237
RW11,Uniform RT,72,25-May-2014 07:35:58,0.9962504194444445,47.576711403912384,0,0.134462151394423,27.92221,0.8599999999999994,3586.98,26.86687234221804,31.30237
RW11,Uniform RT,73,27-May-2014 21:46:33,0.6929597222222221,33.09282894664863,0,0.13631840796019903,27.751,0.7049999999999996,2495.06,27.2374815904352,33.15181
RW11,Uniform RT,74,28-May-2014 06:33:39,0.9682188708333335,46.23804306064657,0,0.13745019920318716,27.76657,0.8570000000000002,3485.87,27.2374815904352,33.15181
RW11,Uniform RT,75,30-May-2014 12:07:37,0.8116316486111113,38.76009882513861,0,0.13844621513944247,28.20237,0.7759999999999998,2922.13,26.637820705915704,30.17728
RW11,Uniform RT,76,30-May-2014 21:29:37,0.9552444444444446,45.61843926637193,0,0.13844621513944247,27.62649,0.8559999999999999,3439.32,26.637820705915704,30.17728
RW11,Uniform RT,77,02-Jun-2014 11:17:52,0.9499597222222224,45.36606325818243,0,0.13786213786213777,29.24518,0.8570000000000002,3420.3,27.199897539795476,29.88331
RW12,Uniform RT,1,06-Jan-2014 16:25:10,2.093717522222222,100.0,34,0.10157790927021672,24.91259,0.8970000000000002,7538.08,25.0,25.0
RW12,Uniform RT,2,06-Jan-2014 21:44:30,2.0905291666666668,99.84771796951046,33,0.10935960591132983,24.69498,0.8890000000000002,7526.68,25.0,25.0
RW12,Uniform RT,3,11-Jan-2014 01:04:12,2.071659876388889,98.94648415561227,32,0.12277227722772333,24.25976,0.8759999999999994,7458.89,27.509211147377354,38.70691
RW12,Uniform RT,4,11-Jan-2014 06:40:08,2.068498611111111,98.79549600920642,31,0.11671612265084108,24.46182,0.8819999999999997,7447.4,27.509211147377354,38.70691
RW12,Uniform RT,5,14-Jan-2014 21:38:35,2.0514314000000002,97.98033298315522,30,0.10365251727541998,24.67943,0.8949999999999996,7386.08,27.255905209680975,38.49144
RW12,Uniform RT,6,15-Jan-2014 03:05:09,2.043636111111111,97.60801490270016,29,0.10375494071146286,24.07324,0.8949999999999996,7358.03,27.255905209680975,38.49144
RW12,Uniform RT,7,18-Jan-2014 18:54:57,2.0253552875000005,96.73488739542746,28,0.10770750988142291,24.24422,0.891,7291.93,26.775473762943125,37.86038
